"Population"	"Units"	"Date"	"Area/Population Densit"	"geogcode"	"Rural Urban"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000093"	"Rural town and fringe"	"number"	4.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000093"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000093"	"Rural village"	"number"	1.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000093"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000093"	"Rural hamlet and isolated dwellings"	"number"	0.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000093"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Urban (total)"	"number"	16.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Urban city and town"	"number"	16.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural (total)"	"number"	1.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural town and fringe"	"number"	7.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural village"	"number"	0.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural hamlet and isolated dwellings"	"number"	0.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000094"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Urban (total)"	"number"	19.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Urban city and town"	"number"	19.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural (total)"	"number"	0.8	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural town and fringe"	"number"	4.0	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural village"	"number"	1.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural hamlet and isolated dwellings"	"number"	0.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000105"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Urban (total)"	"number"	14.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Urban city and town"	"number"	14.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural (total)"	"number"	1.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural town and fringe"	"number"	6.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural village"	"number"	0.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural hamlet and isolated dwellings"	"number"	0.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000106"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Urban (total)"	"number"	20.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Urban major conurbation"	"number"	21.0	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Urban city and town"	"number"	14.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural (total)"	"number"	3.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural town and fringe"	"number"	5.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural village"	"number"	1.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural hamlet and isolated dwellings"	"number"	9.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000107"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Urban (total)"	"number"	15.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Urban city and town"	"number"	15.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural (total)"	"number"	1.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural town and fringe"	"number"	7.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural village"	"number"	1.0	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural hamlet and isolated dwellings"	"number"	0.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000108"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Urban (total)"	"number"	32.8	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Urban major conurbation"	"number"	34.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Urban city and town"	"number"	2.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural (total)"	"number"	2.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural town and fringe"	"number"	7.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural village"	"number"	1.8	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural hamlet and isolated dwellings"	"number"	0.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000109"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Urban (total)"	"number"	24.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Urban city and town"	"number"	24.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural (total)"	"number"	1.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural town and fringe"	"number"	9.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural village"	"number"	1.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural hamlet and isolated dwellings"	"number"	0.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000110"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Urban (total)"	"number"	11.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Urban major conurbation"	"number"	22.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Urban city and town"	"number"	9.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural (total)"	"number"	1.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural town and fringe"	"number"	8.0	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural village"	"number"	2.0	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural hamlet and isolated dwellings"	"number"	0.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000111"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Urban (total)"	"number"	19.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Urban city and town"	"number"	19.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural (total)"	"number"	1.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural town and fringe"	"number"	4.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural village"	"number"	2.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural hamlet and isolated dwellings"	"number"	0.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000112"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Urban (total)"	"number"	15.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Urban city and town"	"number"	15.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural (total)"	"number"	1.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural town and fringe"	"number"	6.0	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural village"	"number"	1.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural hamlet and isolated dwellings"	"number"	0.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000113"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Urban (total)"	"number"	29.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Urban city and town"	"number"	29.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural (total)"	"number"	1.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural town and fringe"	"number"	5.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural village"	"number"	1.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural hamlet and isolated dwellings"	"number"	0.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000114"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Urban (total)"	"number"	14.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Urban city and town"	"number"	14.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural (total)"	"number"	2.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural town and fringe"	"number"	10.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural village"	"number"	1.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural hamlet and isolated dwellings"	"number"	0.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000115"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Urban (total)"	"number"	21.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Urban city and town"	"number"	21.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural (total)"	"number"	1.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural town and fringe"	"number"	12.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural village"	"number"	1.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural hamlet and isolated dwellings"	"number"	0.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000116"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Urban (total)"	"number"	14.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Urban city and town"	"number"	14.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural (total)"	"number"	0.8	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural town and fringe"	"number"	4.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural village"	"number"	0.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural hamlet and isolated dwellings"	"number"	0.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000177"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Urban (total)"	"number"	34.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Urban city and town"	"number"	34.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural (total)"	"number"	10.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural town and fringe"	"number"	10.2	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural village"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural hamlet and isolated dwellings"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000178"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Urban (total)"	"number"	10.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Urban city and town"	"number"	10.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural (total)"	"number"	1.1	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural town and fringe"	"number"	5.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural village"	"number"	0.8	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural hamlet and isolated dwellings"	"number"	0.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000179"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Urban (total)"	"number"	10.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Urban city and town"	"number"	10.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural (total)"	"number"	0.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural town and fringe"	"number"	3.5	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural village"	"number"	0.6	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural village in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural hamlet and isolated dwellings"	"number"	0.4	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000180"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Urban (total)"	"number"	16.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Urban major conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Urban minor conurbation"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Urban city and town"	"number"	16.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Urban city and town in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Rural (total)"	"number"	0.9	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Rural town and fringe"	"number"	5.3	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Rural town and fringe in a sparse setting"	"number"		"-"
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Rural village"	"number"	0.7	""
"All usual residents"	"Persons"	"2011"	"Density (number of persons per hectare)"	"E07000181"	"Rural village in a sparse setting"	"number"		"-"
